FACILITY_ID,ON_GRID_AVL,MIN_AIR_2015,MIN_AIR_2016,MIN_GROUND_2015,MIN_GROUND_2016,URBAN,ON_GRID,EA,SOLAR_INC,SOLAR_ONL,DIESEL_INC,DIESEL_ONL,FACILITY_TYPE,cluster
2703010,0,9.9503765,18.440327,18.440327,34.764904,0,1,0,0,0,0,0,1,0
2703011,0,3.005759,7.9748883,7.9748883,28.373474,0,1,0,0,0,0,0,1,0
2703012,0,6.4518061,10.890242,10.890242,32.572323,0,0,0,0,0,0,0,1,6
2703013,0,7.4999142,7.5305548,7.5305548,19.868856,0,1,0,0,0,0,0,1,0
2703014,0,4.7490907,4.7490907,4.7490907,23.437773,0,1,0,0,0,0,0,1,0
2703015,0,0.20327334,9.3492241,9.3492241,26.571102,1,1,1,1,0,0,0,2,2
2703016,0,0.20990255,9.4988708,9.4988708,26.253122,1,1,1,1,0,0,0,3,2
2703017,0,4.0334997,5.9528437,5.9528437,24.241133,0,1,1,1,0,0,0,2,0
2703018,0,6.626534,15.42944,16.091722,28.371948,0,1,0,0,0,0,0,1,0
2703019,0,9.0713129,9.0713129,9.0713129,17.637184,0,0,0,0,0,0,0,1,6
2703020,0,6.4087515,9.4399004,9.4399004,20.08256,0,1,0,0,0,0,0,1,0
2703021,0,5.323813,5.323813,5.323813,20.647821,0,1,0,0,0,0,0,1,0
2703022,0,6.0871391,6.4693875,6.4693875,21.600683,0,1,0,0,0,0,0,1,0
2703023,0,5.5471406,14.904886,14.904886,29.571779,0,0,1,0,0,1,1,1,4
2703024,0,5.9466939,14.081885,14.081885,31.902308,0,0,0,0,0,0,0,1,6
2703025,0,2.432214,2.432214,2.432214,23.513672,0,0,0,0,0,0,0,1,6
2704001,0,12.777939,4.7152982,12.777939,17.768951,0,0,0,0,0,0,0,1,6
2704002,0,19.75635,9.5879669,5.5613451,18.057144,0,0,0,0,0,0,0,1,6
2704003,0,19.986536,7.4932261,4.9701319,20.621862,0,0,0,0,0,0,0,1,6
2704004,0,16.494192,9.0058031,6.5186954,14.079054,0,0,1,1,1,0,0,2,1
2704005,0,15.896719,8.0387077,6.4040313,13.64788,0,0,1,1,1,0,0,2,1
2704006,0,15.681476,7.4729824,6.3009605,13.542253,0,0,0,0,0,0,0,2,6
2704007,0,16.320431,3.0043328,5.7827024,15.139453,0,0,0,0,0,0,0,1,6
2704008,0,12.288031,5.9330244,9.1362228,10.761659,0,0,0,0,0,0,0,1,6
2704009,0,10.10312,4.3051367,10.10312,20.714865,0,0,0,0,0,0,0,1,6
2704010,0,11.952786,3.4559774,11.952786,18.524187,0,0,0,0,0,0,0,1,6
2704011,0,17.1814,7.7352715,12.648032,14.120275,0,0,0,0,0,0,0,1,6
2704012,0,12.832351,4.8132772,12.832351,17.728045,0,0,0,0,0,0,0,2,6
2704013,0,16.853165,6.8109388,14.497628,13.351572,0,0,1,1,0,1,0,2,0
2704014,0,18.811064,10.832859,6.202333,16.213131,0,0,0,0,0,0,0,1,6
2704015,0,17.810007,8.8131952,8.9054852,16.251705,0,0,0,0,0,0,0,1,6
2704016,0,14.225713,9.6448441,10.062628,11.360386,0,0,0,0,0,0,0,1,6
2704017,0,13.374954,5.5976801,13.854214,16.699299,0,0,0,0,0,0,0,1,6
2704018,0,16.494192,9.0058031,6.5186954,14.079054,0,0,1,1,1,0,0,2,1
2704019,0,16.0825,6.8438458,14.889012,14.527236,0,0,0,0,0,0,0,1,6
2704020,0,13.975368,4.6766453,13.975368,16.694977,0,0,0,0,0,0,0,1,6
2704021,0,12.258355,3.549753,12.258355,19.977278,1,0,1,0,0,1,1,3,4
2704022,0,10.514042,2.6717427,10.514042,21.645317,0,0,0,0,0,0,0,1,6
2704023,0,12.464664,5.6512332,12.430893,22.09914,0,0,0,0,0,0,0,1,6
2704024,0,15.221999,6.9336896,13.129013,11.843731,0,0,0,0,0,0,0,1,6
2705001,0,22.281143,4.0802426,7.3834128,26.136618,0,0,0,0,0,0,0,1,6
2705002,0,24.175829,0.21956564,9.6572275,29.237066,1,0,1,0,0,1,1,2,4
2705003,0,21.393379,5.2608943,6.2434978,20.645203,0,0,0,0,0,0,0,1,6
2705004,0,25.216675,1.7953361,7.6801105,27.232849,0,0,0,0,0,0,0,1,6
2705005,0,25.036867,4.5079174,4.9482012,24.557224,0,0,1,0,0,1,1,1,4
2705006,0,23.687422,3.1194577,6.9722891,26.232317,0,0,0,0,0,0,0,1,6
2705007,0,24.519077,5.8870039,5.8870039,32.933743,0,0,0,0,0,0,0,1,6
2705008,0,26.654352,4.5799646,9.763999,30.004765,0,0,0,0,0,0,0,1,6
2705009,0,25.168945,9.0087576,7.9062505,24.404688,0,0,1,0,0,1,1,1,4
2705010,0,23.890781,7.0826626,2.6435864,22.232706,0,0,1,0,0,1,1,1,4
2705011,0,27.104694,7.1140833,7.5701652,25.989962,0,0,1,0,0,1,1,1,4
2705012,0,28.169401,4.08216,7.2912927,26.761284,0,0,0,0,0,0,0,1,6
2705013,0,25.664318,2.0124691,9.2330685,28.874884,0,0,0,0,0,0,0,1,6
2705014,0,24.131548,7.3044462,3.5617878,22.674387,0,0,1,0,0,1,1,1,4
2705015,0,20.993567,4.8027883,7.6923418,25.824953,0,0,1,0,0,1,1,1,4
2705016,0,19.760468,5.1589742,12.594824,34.131416,0,0,1,0,0,1,1,1,4
2705017,0,18.618587,7.663486,9.69452,39.988541,0,0,0,0,0,0,0,1,6
2705018,0,20.409008,5.578249,11.089521,34.575348,0,0,0,0,0,0,0,1,6
2705019,0,23.227062,2.2571628,9.8368206,28.993771,0,0,1,0,0,1,1,1,4
2705020,0,23.175848,1.2940332,10.236748,29.65605,0,0,1,0,0,1,1,1,4
2705021,0,22.353369,7.9172049,3.1196802,21.343931,0,0,0,0,0,0,0,1,6
2705022,0,21.853964,9.1763468,1.4723991,19.866896,0,0,1,0,0,1,1,1,4
2705023,0,21.489534,8.1365299,0.074650407,19.713238,0,0,1,0,0,1,1,1,4
2705024,0,19.834339,4.8175116,6.8168173,23.981363,0,0,1,0,0,1,1,1,4
2705025,0,22.004236,6.4373989,4.6756306,23.100014,0,0,1,0,0,1,1,1,4
2705026,0,14.364985,6.8312044,12.550097,39.693287,0,0,0,0,0,0,0,1,6
2705027,0,18.780672,5.8470669,13.461415,34.645412,0,0,1,0,0,1,1,1,4
2705028,0,17.672562,7.5882611,12.867968,36.52636,0,0,1,0,0,1,1,1,4
2705029,0,21.661573,2.6543448,11.913893,31.329575,0,0,1,0,0,1,1,1,4
2705030,0,22.822474,1.5402242,10.957768,30.480597,0,0,1,0,0,1,1,1,4
2706002,0,12.036626,4.704782,12.036626,26.959137,0,0,0,0,0,0,0,1,6
2706003,0,15.596851,3.2401941,10.249239,24.394119,0,0,0,0,0,0,0,1,6
2706004,0,18.234613,4.1126251,7.7742028,23.655479,0,0,0,0,0,0,0,1,6
2706005,0,18.269129,2.7822561,8.8463802,25.243311,0,0,1,0,0,1,1,1,4
2706006,0,15.439411,5.1182857,9.6436186,22.578403,0,0,0,0,0,0,0,1,6
2706007,0,16.589586,5.8863969,8.3667107,21.573053,0,0,0,0,0,0,0,1,6
2706008,0,16.552979,7.4617476,8.3786945,20.063091,0,0,0,0,0,0,0,1,6
2706009,0,12.181374,6.2461786,12.181374,23.723793,0,0,0,0,0,0,0,1,6
2706010,0,16.17749,4.5092349,15.993425,31.677607,0,0,0,0,0,0,0,1,6
2706011,0,16.870003,6.5348768,16.870003,33.749912,0,0,0,0,0,0,0,1,6
2706012,0,14.496732,3.5116274,14.496732,29.781729,0,0,0,0,0,0,0,1,6
2706013,0,17.168823,6.5187874,16.612761,33.845814,0,0,0,0,0,0,0,1,6
2706014,0,17.118643,6.698945,17.590466,34.114616,0,0,1,0,0,1,1,2,4
2706015,0,16.740278,0.40452439,11.278453,27.030575,1,0,1,1,0,1,0,3,2
2706016,0,18.281918,6.9321909,14.70797,33.04443,0,0,0,0,0,0,0,1,6
2706017,0,19.801641,3.4207871,11.924136,29.516726,0,0,0,0,0,0,0,1,6
2706018,0,15.26769,2.0935791,13.659779,28.734934,0,0,0,0,0,0,0,1,6
2707001,0,0.13181971,0.13181971,15.262473,51.021404,1,0,1,1,1,0,0,3,1
2707002,0,8.0248146,7.9943128,13.590922,57.864414,0,0,0,0,0,0,0,1,6
2707003,0,10.278265,4.8940043,18.763187,55.172016,0,0,0,0,0,0,0,1,6
2707004,0,10.722342,10.722342,19.463938,40.636391,0,0,0,0,0,0,0,1,6
2707005,0,9.371727,9.371727,22.540827,45.463848,0,0,0,0,0,0,0,1,6
2707006,0,7.3040633,7.3040633,21.024483,46.999046,0,0,0,0,0,0,0,1,6
2707007,0,14.753533,9.7472954,18.491196,37.014629,0,0,0,0,0,0,0,1,6
2707008,0,15.218534,8.7043734,19.055971,36.110683,0,0,0,0,0,0,0,1,6
2707009,0,13.410655,10.319612,20.31072,37.748962,0,0,0,0,0,0,0,1,6
2707010,0,12.371614,11.299304,18.591728,38.638,0,0,0,0,0,0,0,1,6
2707011,0,11.67919,11.67919,18.71776,39.372887,0,0,0,0,0,0,0,1,6
2707012,0,10.679996,10.679996,17.279947,40.326637,0,0,0,0,0,0,0,1,6
2707013,0,14.079353,12.729333,17.860495,39.449936,0,0,0,0,0,0,0,1,6
2707014,0,10.349292,9.3234825,10.349292,32.761505,0,0,0,0,0,0,0,1,6
2707015,0,11.510128,9.3660698,9.3660698,57.819241,0,0,0,0,0,0,0,1,6
2707016,0,16.184914,16.184914,19.083452,43.221382,0,0,0,0,0,0,0,1,6
2707017,0,13.674247,13.674247,22.931015,47.02224,0,0,0,0,0,0,0,1,6
2707018,0,12.561293,3.9406276,9.8045759,42.66901,0,0,0,0,0,0,0,1,6
2707019,0,14.388281,14.388281,17.857117,41.852863,0,0,0,0,0,0,0,1,6
2707020,0,6.4925351,6.4925351,18.896626,45.690861,0,0,0,0,0,0,0,1,6
2707021,0,6.8880591,6.8880591,15.441628,44.131855,0,0,0,0,0,0,0,1,6
2708001,0,2.2581432,2.2581432,2.2581432,27.229454,0,0,1,0,0,1,1,1,4
2708002,0,2.24038,2.24038,2.24038,27.856602,0,0,0,0,0,0,0,1,6
2708003,0,0.25406033,0.25406033,0.25406033,25.851574,1,0,1,1,1,0,0,2,1
2708004,0,0.43452066,0.43452066,0.43452066,26.083338,1,1,1,1,0,0,0,2,2
2708005,0,1.5623387,1.5623387,1.5623387,24.267132,0,1,0,0,0,0,0,1,0
2708006,0,0.27521664,0.27521664,0.27521664,25.851843,1,0,1,1,1,0,0,2,1
2708007,0,0.41716453,0.41716453,0.41716453,26.075464,1,0,0,0,0,0,0,2,2
2708008,0,1.283723,1.283723,1.283723,26.013123,1,0,1,1,1,0,0,3,1
2709001,0,16.029409,17.804848,21.690287,42.340775,0,0,1,1,0,0,0,1,0
2709002,0,12.330091,13.916342,13.916342,37.895752,0,0,0,0,0,0,0,2,6
2709003,0,12.329439,13.899188,13.899188,37.887363,0,0,1,0,0,1,1,1,4
2709004,0,7.2469459,7.2469459,7.2469459,33.009228,0,0,0,0,0,0,0,1,6
2709005,0,5.6992412,5.6992412,5.6992412,27.137829,0,0,0,0,0,0,0,1,6
2709006,0,12.301033,5.6074615,12.301033,30.238829,0,0,0,0,0,0,0,1,6
2709007,0,4.2646151,4.2646151,4.2646151,27.299191,0,0,0,0,0,0,0,1,6
2709008,0,9.0635757,6.8523993,9.0635757,26.540981,0,0,0,0,0,0,0,1,6
2709009,0,3.315474,3.315474,3.315474,27.295568,0,1,0,0,0,0,0,1,0
2709010,0,5.3036423,5.3036423,5.3036423,28.61484,0,1,0,0,0,0,0,1,0
2709011,0,5.8893685,3.7009096,5.8893685,24.616816,0,1,0,0,0,0,0,1,0
2709012,0,5.6267896,4.9411478,5.6267896,24.090673,0,0,0,0,0,0,0,1,6
2709013,0,8.5265265,8.597311,8.597311,19.185007,0,0,0,0,0,0,0,1,6
2709014,0,7.6595688,7.6595688,7.6595688,18.162182,0,0,0,0,0,0,0,1,6
2709015,0,4.2256236,4.2256236,4.2256236,21.596296,0,1,0,0,0,0,0,1,0
2709016,0,4.2150865,4.2150865,4.2150865,21.956478,0,1,0,0,0,0,0,1,0
2709017,0,3.3646085,3.3646085,3.3646085,24.58592,0,1,0,0,0,0,0,1,0
2709018,0,2.7119062,2.7119062,2.7119062,28.297464,0,1,0,0,0,0,0,1,0
2709019,0,7.1864376,3.9326265,7.1864376,24.970055,0,1,0,0,0,0,0,1,0
2709020,0,5.8596544,4.7622185,5.8596544,26.050634,0,0,0,0,0,0,0,1,6
2801001,1,466.11658,454.70523,176.76128,435.06049,1,1,1,0,0,0,0,2,3
2801002,1,432.30032,414.20117,122.18972,411.17923,0,0,1,0,0,1,1,2,3
2801003,1,416.02802,397.31879,100.58093,397.31879,0,0,1,0,0,1,1,1,3
2801004,1,455.61499,436.81677,133.83858,436.81677,0,0,0,0,0,0,0,1,3
2802001,1,360.52295,357.76257,140.52435,329.4606,0,1,1,0,0,0,0,1,3
2802002,1,406.16733,389.54395,124.40144,375.80838,0,1,1,0,0,0,0,2,3
2802003,1,349.43079,331.74298,78.729889,331.74298,0,0,0,0,0,0,0,1,3
2802004,1,379.52188,372.711,137.14809,348.39841,0,0,0,0,0,0,0,1,3
2803001,1,440.45648,418.86353,99.864235,418.86353,1,1,1,0,0,0,0,3,3
2803002,1,405.42685,384.00064,64.98114,384.00064,0,1,1,0,0,0,0,1,3
2803003,1,421.80484,400.3201,81.274857,400.3201,0,1,1,0,0,0,0,1,3
2803004,1,443.28406,421.66653,102.68923,421.66653,0,1,1,0,0,0,0,1,3
2804001,1,340.63342,319.10077,0.39555529,319.10077,1,0,0,0,0,0,0,2,3
2804002,1,270.35028,251.25708,82.714455,251.25708,1,0,0,0,0,0,0,1,3
2804003,1,302.2157,282.13672,48.154175,282.13672,0,0,1,1,1,0,0,1,3
2804004,1,324.33356,301.76437,29.731285,301.76437,1,0,0,0,0,0,0,1,3
2804005,1,341.80099,320.02808,5.3801537,320.02808,1,1,1,0,0,0,0,1,3
2804006,1,342.67938,321.18112,2.4244568,321.18112,1,1,1,0,0,0,0,1,3
2804007,1,365.92725,344.58429,25.914942,344.58429,1,1,1,0,0,0,0,1,3
2804008,1,381.52884,360.2634,41.660625,360.2634,0,1,1,0,0,0,0,2,3
2804009,1,342.17328,320.60788,1.6136818,320.60788,1,1,1,1,0,0,0,3,3
2804010,1,342.03659,320.47427,1.4661949,320.47427,1,1,1,0,0,0,0,2,3
2804011,1,324.34616,301.21643,43.086613,301.21643,1,0,0,0,0,0,0,1,3
2805001,1,331.27686,334.73862,148.96661,300.30716,0,0,0,0,0,0,0,1,3
2805002,1,264.01163,246.18433,99.287025,246.18433,0,0,0,0,0,0,0,1,3
2805003,1,218.09904,212.78726,114.29533,186.68237,0,0,1,0,0,1,1,2,3
2805004,1,225.38754,212.99693,123.23743,194.02315,0,0,1,0,0,1,1,1,3
2806001,1,193.27122,169.0509,158.98083,169.0509,1,1,1,1,0,0,0,2,3
2806002,1,186.72122,162.3293,162.3293,162.3293,0,0,0,0,0,0,0,1,3
2806003,1,156.53424,132.17172,132.17172,132.17172,0,0,0,0,0,0,0,1,3
2806004,1,180.44955,161.5063,161.5063,161.5063,0,0,0,0,0,0,0,1,3
2806005,1,193.57103,169.37401,158.48242,169.37401,0,1,1,0,0,0,0,1,3
2807001,1,235.74123,211.57829,122.34663,211.57829,0,0,1,1,1,0,0,1,3
2807002,1,223.20705,198.84317,135.46196,198.84317,0,0,1,0,0,1,1,1,3
2807003,1,207.44417,183.02623,149.13593,183.02623,1,0,0,0,0,0,0,2,3
2807004,1,214.04668,189.64584,143.44405,189.64584,0,0,0,0,0,0,0,1,3
2807005,1,202.0842,177.89748,150.90816,177.89748,0,0,0,0,0,0,0,1,3
2807006,1,202.72768,178.33415,152.77321,178.33415,0,1,1,0,0,0,0,1,3
2807007,1,207.10516,182.70734,149.15067,182.70734,1,1,1,1,0,0,0,3,3
2808001,1,256.96564,232.92285,103.90395,232.92285,1,0,0,0,0,0,0,1,3
2808002,1,256.86954,232.84732,103.61218,232.84732,1,1,1,0,0,0,0,3,3
2808003,1,246.08093,225.10229,94.888718,225.10229,0,0,0,0,0,0,0,1,3
2809001,1,313.09122,289.45648,60.581749,289.45648,0,1,1,0,0,0,0,1,3
2809002,1,314.82825,291.05038,63.940487,291.05038,0,1,1,0,0,0,0,1,3
2809003,1,308.54202,284.69571,68.186707,284.69571,1,1,1,0,0,0,0,2,3
2809004,1,290.36234,266.47122,78.31739,266.47122,0,0,0,0,0,0,0,1,3
2809005,1,288.32932,264.42468,79.821472,264.42468,0,0,0,0,0,0,0,1,3
2901001,0,11.891127,11.891127,22.888372,17.723236,0,0,1,1,1,0,0,1,1
2901002,0,8.6308603,18.389797,21.640747,29.133598,0,0,0,0,0,0,0,1,6
2901003,0,2.7467394,20.59774,20.59774,23.866631,0,0,0,0,0,0,0,1,6
2901004,0,0.2516107,17.859402,17.859402,21.284769,0,0,1,1,1,0,0,1,1
2901005,0,5.7993703,5.7993703,5.7993703,9.5325098,0,0,0,0,0,0,0,1,6
2901006,0,7.2308135,11.161615,11.161615,14.353529,0,0,0,0,0,0,0,1,6
2901007,0,2.2214732,2.2214732,2.2214732,3.0129051,0,0,0,0,0,0,0,1,6
2901008,0,4.0571752,4.0571752,11.59045,7.5893373,0,0,0,0,0,0,0,1,6
2901009,0,0.083656095,0.083656095,0.083656095,4.1115265,1,0,1,1,1,0,0,3,1
2901010,0,11.964196,11.466921,18.528194,15.443594,0,0,0,0,0,0,0,1,6
2901011,0,0.045017339,0.045017339,0.045017339,4.0905166,1,1,1,1,0,0,0,2,2
2902001,0,0.53097707,0.53097707,19.765978,16.507399,1,0,1,1,1,0,0,3,1
2902002,0,0.42481029,0.42481029,9.643796,5.5544443,0,0,1,1,1,0,0,2,1
2902003,0,2.6234837,2.6234837,17.433992,14.244069,0,0,1,1,1,0,0,1,1
2902004,0,5.5114517,1.8976184,19.101189,16.663568,0,0,0,0,0,0,0,1,6
2902005,0,6.3215928,0.32882854,17.674372,15.392731,0,0,1,1,1,0,0,1,1
2902006,0,8.4979401,2.0296416,17.543835,15.733973,0,0,0,0,0,0,0,1,6
2902007,0,0.52138835,0.52138835,20.308916,17.028038,1,0,0,0,0,0,0,2,2
2902008,0,10.94153,4.4401822,16.333902,15.120915,0,0,1,1,1,0,0,2,1
2902009,0,9.6220236,3.4248161,15.168091,13.608768,0,0,1,1,1,0,0,1,1
2902010,0,6.5599518,2.5190403,15.107795,12.672935,0,0,0,0,0,0,0,1,6
2902011,0,0.25597107,0.25597107,19.769394,16.467054,0,1,1,1,0,0,0,2,0
2902012,0,0.37080574,0.37080574,19.717033,16.429928,1,1,1,1,0,0,0,2,2
2903001,0,2.0948033,2.0948033,13.353756,13.353756,1,0,1,1,1,0,0,3,1
2903002,0,1.3115972,2.9341979,12.566704,12.566704,0,0,0,0,0,0,0,1,6
2903003,0,5.9586425,5.9586425,5.9586425,5.9586425,0,0,1,1,1,0,0,2,1
2903004,0,5.9831343,10.393222,5.9831343,10.393222,0,0,1,1,1,0,0,2,1
2903005,0,5.0054073,5.0054073,9.1087961,19.289164,0,0,0,0,0,0,0,1,6
2903006,0,2.7849712,13.075923,2.7849712,16.449812,0,0,0,0,0,0,0,1,6
2903007,0,1.8583938,1.8583938,1.8583938,1.8583938,0,0,0,0,0,0,0,1,6
2903008,0,8.9568186,11.075797,17.24297,17.24297,0,0,0,0,0,0,0,1,6
2903009,0,7.0124717,9.2653904,16.598141,16.598141,0,0,0,0,0,0,0,1,6
2903010,0,4.1976023,6.1798539,13.896012,13.896012,0,0,0,0,0,0,0,1,6
2903011,0,1.6745467,1.6745467,10.953949,10.953949,0,0,0,0,0,0,0,1,6
2904001,0,8.2097692,8.2097692,8.2097692,8.2097692,0,0,0,0,0,0,0,1,6
2904002,0,0.41707304,6.2867875,6.2867875,6.2867875,0,0,0,0,0,0,0,1,6
2904003,0,0.11322507,6.4511285,6.4511285,6.4511285,0,0,0,0,0,0,0,2,6
2904004,0,5.9775109,12.356076,12.356076,12.356076,0,0,0,0,0,0,0,1,6
2904005,0,9.0535107,10.740842,15.22021,15.22021,0,0,1,1,1,0,0,1,1
2904006,0,0.68874693,0.68874693,0.68874693,0.68874693,1,0,1,0,0,1,1,3,4
2904007,0,0.10379852,6.5007243,6.5007243,6.5007243,0,0,0,0,0,0,0,2,6
2904008,0,10.019655,8.6497917,18.678354,18.706587,0,0,1,0,0,1,1,2,4
2904009,0,1.9727521,8.3514709,8.3514709,8.3514709,0,0,1,1,1,0,0,2,1
2904010,0,8.985199,10.415309,14.067412,14.067412,0,0,0,0,0,0,0,1,6
2904011,0,7.5164332,7.5164332,7.5164332,7.5164332,0,0,0,0,0,0,0,1,6
2904012,0,11.634091,16.095251,16.095251,16.095251,0,0,0,0,0,0,0,1,6
2904013,0,0.45040548,0.45040548,0.45040548,0.45040548,0,0,1,1,1,0,0,2,1
2904014,0,0.45314255,0.45314255,0.45314255,0.45314255,0,0,1,1,1,0,0,2,1
2904015,0,7.2860928,7.4589024,9.2730684,9.2730684,0,0,1,0,0,1,1,1,4
2904016,0,3.2336311,3.2336311,3.2336311,3.2336311,0,0,1,0,0,1,1,2,4
2904017,0,9.2258291,7.9699411,12.706887,24.458218,0,0,0,0,0,0,0,1,6
2905001,0,5.2866559,11.713855,11.713855,11.713855,1,0,0,0,0,0,0,2,2
2905002,0,7.819366,14.735987,20.760983,22.53694,0,0,0,0,0,0,0,1,6
2905003,0,13.246362,10.930449,25.23427,25.23427,0,0,0,0,0,0,0,1,6
2905004,0,10.684399,11.406343,20.670996,20.670996,0,0,0,0,0,0,0,1,6
2905005,0,12.210697,11.015463,17.905338,17.905338,0,0,1,1,1,0,0,2,1
2905006,0,5.653522,11.816709,11.816709,11.816709,0,0,0,0,0,0,0,1,6
2905007,0,10.667135,12.282599,12.282599,12.282599,0,0,0,0,0,0,0,1,6
2905008,0,4.8172355,14.231385,14.231385,14.231385,0,0,1,1,1,0,0,2,1
2905009,0,4.8708878,15.383463,15.383463,15.383463,0,0,1,1,1,0,0,1,1
2905010,0,7.4159188,15.022624,16.771049,16.771049,1,0,1,1,1,0,0,3,1
2905011,0,5.2977204,13.514454,13.514454,13.514454,0,0,1,1,0,1,0,2,0
2905012,0,4.862535,15.411736,16.826563,16.826563,0,0,1,1,1,0,0,1,1
2905013,0,9.5059786,12.57686,19.151424,19.151424,0,0,0,0,0,0,0,1,6
2906001,0,3.820576,8.4026403,16.706484,20.70672,0,0,0,0,0,0,0,1,6
2906002,0,8.9437208,10.086029,16.59235,16.59235,0,0,0,0,0,0,0,1,6
2906003,0,8.9423151,10.001976,16.6779,16.6779,0,0,0,0,0,0,0,2,6
2906004,0,2.8947513,13.951428,14.847273,14.847273,0,0,0,0,0,0,0,1,6
2906005,0,3.1590991,14.21395,15.402573,15.402573,0,0,0,0,0,0,0,1,6
2906006,0,1.8722025,12.323964,15.067832,15.067832,0,0,1,1,1,0,0,3,1
2906007,0,1.026418,11.831558,15.911675,15.911675,0,0,0,0,0,0,0,1,6
2906008,0,0.75378668,11.75793,16.753014,16.753014,0,0,0,0,0,0,0,1,6
2906009,0,0.50883812,11.106363,17.307917,17.307917,0,0,0,0,0,0,0,1,6
2906010,0,0.90203041,10.602592,17.829725,17.829725,0,0,0,0,0,0,0,1,6
2906011,0,0.53939044,11.29713,16.427254,16.427254,1,0,1,1,1,0,0,1,1
2906012,0,1.9135962,12.18217,17.58927,17.58927,0,0,0,0,0,0,0,1,6
2906013,0,1.7162844,10.704871,18.507547,18.507547,0,0,0,0,0,0,0,1,6
2906014,0,3.8181138,11.687413,19.360653,19.964243,0,0,1,1,1,0,0,1,1
2906015,0,2.0886214,12.632729,17.194901,17.194901,0,0,0,0,0,0,0,1,6
2906016,0,6.0069761,11.393411,17.918978,22.372684,0,0,0,0,0,0,0,1,6
2906017,0,8.8150835,9.8665352,16.745304,16.745304,0,0,1,1,1,0,0,2,1
2907001,0,6.7563086,14.866554,24.852337,28.334751,0,0,1,1,1,0,0,1,1
2907002,0,10.247906,12.651868,16.515558,26.605772,0,0,1,1,1,0,0,2,1
2907003,0,8.6482658,15.199674,22.433256,27.400248,0,0,1,1,1,0,0,2,1
2907004,0,6.464664,10.429957,16.710278,23.147568,0,0,0,0,0,0,0,1,6
2907005,0,10.515599,11.013104,26.89539,30.459538,0,0,0,0,0,0,0,1,6
2907006,0,4.2515597,17.182966,23.823486,24.902136,0,0,0,0,0,0,0,1,6
2907007,0,8.2229538,17.526987,18.798409,24.108646,0,0,0,0,0,0,0,1,6
2907008,0,8.2205753,10.267071,15.413222,24.991629,0,0,0,0,0,0,0,1,6
2908001,0,20.029432,0.91157043,22.346252,28.15336,0,0,1,1,1,0,0,1,1
2908003,0,15.536159,7.4017277,25.23682,25.23682,0,0,0,0,0,0,0,1,6
2908004,0,16.464582,6.323101,25.577978,25.577978,0,0,0,0,0,0,0,1,6
2908005,0,11.230605,9.7052565,25.851442,32.266068,0,0,0,0,0,0,0,1,6
2908006,0,10.860963,10.117267,25.495216,32.271214,0,0,1,1,1,0,0,1,1
2908007,0,17.497944,6.3413577,20.000544,35.221436,0,0,0,0,0,0,0,1,6
2908008,0,16.785379,4.3165374,20.17639,25.398226,0,0,0,0,0,0,0,1,6
2908009,0,16.113791,5.1944685,26.484097,28.160608,0,0,1,1,1,0,0,1,1
2908010,0,16.850971,5.2460179,23.73662,23.73662,0,0,1,1,1,0,0,2,1
2908011,0,15.1066,7.5696239,16.698654,31.820631,0,0,0,0,0,0,0,1,6
2908012,0,13.470498,8.6214342,22.27762,22.27762,0,0,1,1,1,0,0,1,1
2909001,0,11.669282,0.26115197,19.042421,32.166386,1,1,1,0,0,1,0,3,2
2909002,0,14.398114,0.26195481,16.844818,28.755808,0,1,0,0,0,0,0,1,0
2909003,0,9.4715662,3.9649823,15.679796,31.758915,0,1,0,0,0,0,0,1,0
2909004,0,6.1759405,7.9774294,11.215224,34.178932,0,1,1,0,0,1,0,2,0
2909005,0,16.869335,9.7888422,12.714203,22.756783,0,0,0,0,0,0,0,2,6
2909006,0,12.69061,12.113191,23.191824,28.005424,0,0,1,1,1,0,0,1,1
2909007,0,5.6409917,5.6409917,17.178667,26.850439,0,1,0,0,0,0,0,1,0
2909008,0,8.9063559,9.0036306,17.490791,30.451204,0,1,1,0,0,1,0,2,0
2909009,0,11.752596,5.4481831,16.502966,28.807901,0,0,0,0,0,0,0,1,6
2909010,0,17.737959,13.156382,10.982628,20.046833,0,0,0,0,0,0,0,1,6
2909011,0,13.303596,1.481555,17.767487,29.094667,0,0,0,0,0,0,0,1,6
2909012,0,6.9027028,8.1045618,15.543049,32.068916,0,0,0,0,0,0,0,1,6
2909013,0,8.9175768,3.0772479,16.933807,34.183506,0,0,1,1,1,0,0,1,1
2910001,0,11.26666,10.2933,10.216937,14.146399,0,1,1,1,0,0,0,1,0
2910002,0,12.673423,10.205217,10.14992,17.458439,0,1,1,1,0,0,0,2,0
2910003,0,2.9514318,0.39469561,9.4809809,21.111465,1,1,1,1,0,0,0,3,2
2910004,0,7.3767581,5.0156994,9.688982,17.958199,0,0,0,0,0,0,0,1,6
2910005,0,7.4534187,7.4534187,13.430987,29.237076,0,1,0,0,0,0,0,1,0
2910006,0,6.6240311,6.6240311,9.4580927,31.436073,0,1,0,0,0,0,0,2,0
2910007,0,5.5253134,5.5253134,12.370343,28.743277,0,1,1,1,0,0,0,1,0
2910008,0,8.0241718,5.9017205,8.7798367,16.473217,0,1,0,0,0,0,0,1,0
2910009,0,5.043304,4.2091722,5.4523592,15.742612,1,1,1,1,0,0,0,1,2
