FACILITY_ID,ON_GRID_AVL,MIN_AIR_2015,MIN_AIR_2016,MIN_GROUND_2015,MIN_GROUND_2016,URBAN,ON_GRID,EA,SOLAR_INC,SOLAR_ONL,DIESEL_INC,DIESEL_ONL,FACILITY_TYPE,cluster
1418005,0,6.6739931,7.1194096,14.43181,18.708416,0,0,0,0,0,0,0,2,6
1418006,0,8.8887529,9.7546206,9.469636,13.746406,0,0,0,0,0,0,0,2,6
1419001,0,11.448552,8.8218307,11.448552,17.110764,0,0,1,0,0,1,1,1,4
1419002,0,10.677466,12.783545,10.677466,16.843,0,0,1,1,0,0,0,3,0
1419003,0,0.26366028,0.26366028,0.26366028,18.553591,0,0,1,0,0,1,1,1,4
1419004,0,15.041954,15.041954,15.161715,26.929951,0,0,1,0,0,1,1,1,4
1419005,0,5.2018213,5.2018213,5.2018213,23.372362,0,0,1,0,0,1,1,2,4
1419006,0,3.3004189,3.3004189,3.3004189,20.694008,0,0,0,0,0,0,0,1,6
1419007,0,3.1208603,3.1208603,3.1208603,19.94059,0,0,1,1,1,0,0,1,1
1419008,0,0.76676244,0.76676244,0.76676244,18.78615,0,0,0,0,0,0,0,1,6
1420001,0,9.2803574,9.2803574,0.54336399,5.2050447,0,0,0,0,0,0,0,1,6
1420002,0,12.476028,9.7033396,4.6176467,3.1355553,0,0,0,0,0,0,0,2,6
1420003,0,6.4047365,10.791924,5.3623199,5.3623199,0,0,1,1,1,0,0,2,1
1420004,0,9.1535912,9.1535912,7.2412295,6.9810767,0,0,0,0,0,0,0,2,6
1501001,0,7.1040454,7.1040454,2.7586873,2.7586873,0,0,1,1,1,0,0,2,1
1501002,0,0.74253941,0.74253941,0.74253941,0.74253941,1,0,1,1,1,0,0,3,1
1501003,0,6.7724609,6.7724609,12.383106,5.9353752,0,0,1,1,1,0,0,1,1
1501004,0,3.7040081,3.7040081,11.097381,5.7303138,0,0,1,0,0,1,1,1,4
1501005,0,3.2149043,3.2149043,10.165915,2.7451415,0,0,1,1,1,0,0,2,1
1501006,0,2.377738,0.55576926,5.1848722,2.377738,0,0,0,0,0,0,0,1,6
1501007,0,3.4554954,3.4554954,6.2689238,1.5300331,0,0,1,0,0,1,1,2,4
1501008,0,5.2622547,5.2622547,5.2622547,3.2881646,0,0,1,1,1,0,0,1,1
1501009,0,4.9918861,4.882443,9.8510752,5.5171394,0,0,1,1,0,1,0,2,0
1501010,0,6.0242767,6.0242767,6.0242767,3.2123399,0,0,1,0,0,1,1,2,4
1501011,0,7.6429501,7.6429501,7.6429501,3.3455536,0,0,0,0,0,0,0,1,6
1501012,0,2.0036712,4.5266399,9.5702257,6.8216543,0,0,1,1,1,0,0,1,1
1501013,0,3.0468452,7.782515,13.546909,7.782515,0,0,1,1,1,0,0,1,1
1501014,0,6.5947556,6.5947556,6.5947556,6.5947556,0,0,0,0,0,0,0,1,6
1501015,0,8.2508945,8.2508945,6.7680659,6.1621099,0,0,0,0,0,0,0,1,6
1501016,0,9.1174059,8.587636,11.857425,8.587636,0,0,1,1,1,0,0,1,1
1501017,0,12.654678,12.654678,8.0112972,8.0112972,0,0,0,0,0,0,0,1,6
1501018,0,4.835166,4.835166,2.2484086,2.2484086,0,0,1,0,0,1,1,1,4
1501019,0,6.7254367,6.7254367,6.7254367,6.7254367,0,0,0,0,0,0,0,1,6
1501020,0,11.940624,10.737165,13.191131,12.208613,0,0,1,1,1,0,0,1,1
1502001,0,9.9486914,10.160332,9.9486914,10.160332,0,0,1,1,1,0,0,2,1
1502002,0,9.3643961,11.397635,9.3643961,8.1068783,0,0,1,0,0,1,1,2,4
1502003,0,4.7534757,4.7534757,4.9097757,4.7534757,0,0,0,0,0,0,0,1,6
1502004,0,0.86732233,0.86732233,0.86732233,0.86732233,0,0,1,1,1,0,0,2,1
1502005,0,13.585653,13.316524,13.316524,9.5081167,0,0,1,1,1,0,0,1,1
1502006,0,0.86732233,0.86732233,0.86732233,0.86732233,0,0,1,1,1,0,0,1,1
1502007,0,9.7586317,9.4730654,9.7586317,8.9883556,0,0,1,1,1,0,0,1,1
1502008,0,8.4870491,7.1629658,8.5783281,10.030648,0,0,0,0,0,0,0,2,6
1502009,0,3.9350736,5.5496383,3.9350736,3.9350736,0,0,1,1,1,0,0,2,1
1502010,0,0.72126091,0.98536187,0.72126091,0.72126091,0,1,1,1,0,0,0,2,0
1502011,0,0.46602523,0.46602523,0.46602523,0.46602523,0,0,0,0,0,0,0,1,6
1502012,0,12.311575,12.670228,12.311575,7.1435604,0,1,1,1,0,0,0,1,0
1502013,0,0.36285856,0.36285856,3.7725074,0.36285856,0,0,0,0,0,0,0,2,6
1502014,0,5.634737,5.634737,5.634737,10.541115,0,1,0,0,0,0,0,1,0
1502015,0,3.5575249,3.5575249,3.5575249,3.5575249,0,1,0,0,0,0,0,2,0
1502016,0,3.5642085,3.5642085,3.7047548,3.7047548,1,1,1,1,0,1,0,2,2
1502018,0,3.5414324,3.5414324,3.6193771,3.6193771,0,1,0,0,0,0,0,2,0
1502019,0,2.868639,2.868639,3.5703585,2.868639,0,1,1,1,0,0,0,2,0
1502020,0,3.5504696,3.5504696,3.7508655,3.7508655,0,1,0,0,0,0,0,2,0
1502021,0,6.2622156,6.5669231,6.2622156,4.7584281,0,0,1,0,0,1,1,1,4
1502022,0,9.9337654,8.8765688,9.9337654,11.190718,0,0,1,1,1,0,0,1,1
1502023,0,5.9601245,5.9601245,5.9601245,5.9601245,0,0,1,1,0,1,0,1,0
1502024,0,3.6005244,3.6005244,3.6005244,3.6005244,0,1,0,0,0,0,0,2,0
1503001,0,4.0346246,10.17876,7.8568916,5.5442686,0,0,0,0,0,0,0,1,6
1503002,0,5.6785479,12.725351,5.6785479,1.9807402,0,0,1,1,1,0,0,2,1
1503003,0,5.0547967,11.244084,5.0547967,3.755084,0,0,0,0,0,0,0,1,6
1503004,0,11.55081,11.992946,11.55081,8.4944201,0,0,1,1,1,0,0,3,1
1503005,0,1.2614855,6.7749548,1.2614855,5.7853909,0,0,1,1,1,0,0,3,1
1503006,0,3.4311829,10.918556,3.4311829,2.6372442,0,0,0,0,0,0,0,1,6
1503007,0,2.649266,8.3463602,2.649266,2.575712,0,0,0,0,0,0,0,1,6
1503008,0,6.5778961,9.8224134,6.5778961,2.5571401,0,0,1,1,1,0,0,2,1
1503009,0,5.4821553,11.276077,5.4821553,1.1724869,0,0,1,1,1,0,0,2,1
1503010,0,7.6269641,8.6361313,7.6269641,4.2703919,0,0,1,1,1,0,0,2,1
1503011,0,10.51535,6.1179085,6.1179085,6.1179085,0,0,1,1,1,0,0,2,1
1503012,0,0.27250981,7.3625417,0.27250981,4.7714844,0,0,1,1,1,0,0,2,1
1504001,0,7.304215,7.762958,8.5259867,7.304215,0,0,0,0,0,0,0,1,6
1504002,0,11.215962,3.4771028,11.215962,5.9226928,0,0,0,0,0,0,0,1,6
1504003,0,11.263739,3.389379,11.263739,5.8396034,0,0,1,0,0,1,1,2,4
1504004,0,8.3070183,3.9041421,8.3070183,4.62006,0,1,1,1,0,0,0,2,0
1504005,0,5.5162983,9.1754618,13.092182,6.743299,0,0,0,0,0,0,0,2,6
1504006,0,8.4485397,8.7347784,14.336733,7.1987553,0,0,0,0,0,0,0,1,6
1504007,0,8.5297403,3.1665094,10.108786,6.622437,0,0,0,0,0,0,0,1,6
1504008,0,9.4340687,4.014431,12.956001,4.5249577,0,0,0,0,0,0,0,1,6
1504009,0,7.2941194,7.720295,13.164194,7.5528526,0,0,0,0,0,0,0,2,6
1504010,0,5.9975562,4.0198288,6.0069904,7.7954888,0,0,0,0,0,0,0,1,6
1504011,0,6.8306851,10.143728,6.8306851,7.665976,0,0,0,0,0,0,0,1,6
1504012,0,3.9616165,4.6507325,3.9616165,8.3189306,0,0,0,0,0,0,0,2,6
1504013,0,7.2793159,10.188369,10.188369,7.2793159,0,0,0,0,0,0,0,1,6
1504014,0,6.8182769,9.5229015,10.422471,6.8182769,0,0,0,0,0,0,0,1,6
1504015,0,4.3022232,5.6620383,4.3022232,8.2722826,0,0,0,0,0,0,0,1,6
1504016,0,7.8374462,0.70981836,7.8374462,8.5598536,1,0,1,0,0,1,1,3,4
1504017,0,4.5372205,5.1854014,8.7039385,9.7907982,0,0,1,0,0,1,1,2,4
1504018,0,0.39894322,9.1728935,9.9918442,9.0523586,0,0,1,0,0,1,1,3,4
1504019,0,9.1695919,5.4513011,9.1695919,10.550888,0,0,0,0,0,0,0,2,6
1504020,0,0.28989124,9.449873,9.8030367,9.5213251,0,0,0,0,0,0,0,1,6
1504021,0,0.10699605,9.6059313,9.7272234,9.4010143,0,1,1,0,0,1,0,2,0
1504022,0,0.39764813,9.2909994,9.9405117,9.4995813,0,0,0,0,0,0,0,2,6
1504023,0,7.0574732,4.4481344,12.121932,3.2128563,0,0,0,0,0,0,0,1,6
1504024,0,8.970829,11.025981,8.970829,9.8823576,0,0,0,0,0,0,0,1,6
1505001,0,2.7581475,2.7581475,2.7581475,2.7581475,0,1,1,1,0,0,0,2,0
1505002,0,6.8277864,10.409737,5.8575716,2.7725241,0,0,1,1,1,0,0,1,1
1505003,0,10.380523,16.620937,16.620937,15.553162,0,0,1,1,1,0,0,1,1
1505004,0,14.705153,13.14443,20.183039,19.108118,0,0,0,0,0,0,0,1,6
1505005,0,18.650501,18.650501,23.258327,23.258327,0,0,0,0,0,0,0,1,6
1505006,0,0.40709081,0.40709081,0.40709081,0.40709081,1,0,0,0,0,0,0,2,2
1505007,0,0.49600944,0.49600944,0.49600944,0.49600944,0,1,0,0,0,0,0,2,0
1505008,0,2.5128005,2.5128005,2.5128005,2.5128005,0,0,0,0,0,0,0,1,6
1505009,0,3.7155831,3.7155831,3.7155831,3.7155831,0,1,1,1,0,0,0,1,0
1505010,0,3.4209957,3.4209957,3.4209957,3.4209957,0,0,1,1,1,0,0,1,1
1505011,0,4.3315845,4.8215194,4.8215194,4.8215194,0,1,0,0,0,0,0,1,0
1505012,0,0.30946276,6.9816489,5.3797069,0.30946276,0,0,1,1,0,1,0,2,0
1505013,0,0.25845653,7.116817,5.7107868,0.25845653,0,1,1,1,0,0,0,3,0
1505014,0,6.6526232,9.3245888,3.7571542,2.3956561,0,0,0,0,0,0,0,1,6
1505015,0,0.31753257,0.31753257,0.31753257,0.31753257,1,1,1,1,0,0,0,3,2
1505016,0,0.3329016,0.3329016,0.3329016,0.3329016,1,1,1,1,0,0,0,2,2
1505017,0,0.27889881,0.27889881,0.27889881,0.27889881,1,1,1,1,0,0,0,2,2
1505018,0,5.5079632,4.7845159,5.5079632,3.0396757,0,0,1,1,1,0,0,2,1
1505019,0,0.62138063,7.534327,6.2131095,0.62138063,0,1,1,1,0,0,0,2,0
1505020,0,0.15193161,0.15193161,0.15193161,0.15193161,1,1,1,1,0,0,0,2,2
1505021,0,2.9604938,5.7372589,7.0575109,3.0958281,0,1,1,1,0,0,0,2,0
1505022,0,3.7201221,4.9270272,2.1474977,3.7201221,0,1,1,1,0,0,0,1,0
1505023,0,15.115073,13.162848,19.656229,18.688059,0,0,1,1,1,0,0,2,1
1505024,0,6.0036573,12.794971,12.794971,11.197077,0,0,1,1,1,0,0,3,1
1505025,0,5.5079632,4.7845159,5.5079632,3.0396757,0,1,1,1,0,0,0,1,0
1505026,0,9.7881365,9.7881365,27.103874,25.758652,0,0,0,0,0,0,0,2,6
1505027,0,6.9182072,1.6598115,9.4064198,1.0721548,0,1,0,0,0,0,0,2,0
1505028,0,5.6291642,2.9494042,8.4048014,0.46156999,0,0,1,1,1,0,0,2,1
1505029,0,3.341166,6.464426,8.0967903,1.0708125,0,0,1,1,1,0,0,2,1
1505030,0,7.1452737,10.171171,1.0235206,1.8112757,0,0,1,1,1,0,0,1,1
1505031,0,7.0060501,7.4302831,3.1811132,1.5849702,0,0,1,1,1,0,0,2,1
1505032,0,7.6819057,9.1981039,2.4386222,1.7967666,0,0,1,1,1,0,0,1,1
1505033,0,7.8406501,9.0992222,9.0992222,7.8406501,0,0,0,0,0,0,0,1,6
1505034,0,6.7866592,6.7866592,6.7866592,6.7866592,0,0,0,0,0,0,0,1,6
1505035,0,6.8950148,6.8950148,6.8950148,6.8950148,0,0,0,0,0,0,0,1,6
1505036,0,6.8379655,6.8379655,6.8379655,6.8379655,0,0,1,1,1,0,0,1,1
1505037,0,6.4920025,6.4920025,6.4920025,6.4920025,0,0,0,0,0,0,0,1,6
1505038,0,8.518816,11.209384,11.209384,8.1145658,0,0,1,1,1,0,0,1,1
1506001,0,20.313457,15.201097,20.313457,20.313457,0,0,0,0,0,0,0,1,6
1506002,0,19.23752,19.56975,19.56975,19.56975,0,0,0,0,0,0,0,1,6
1506003,0,19.122095,0.18481736,26.408018,26.712475,0,0,0,0,0,0,0,1,6
1506004,0,0.1230372,0.1230372,26.624498,26.624498,0,0,0,0,0,0,0,1,6
1506005,0,8.9548044,8.9548044,20.849371,20.849371,0,0,0,0,0,0,0,1,6
1506006,0,0.1646823,0.1646823,14.373751,14.373751,0,0,0,0,0,0,0,2,6
1506007,0,5.5595078,5.4271722,2.9075036,2.9075036,0,0,0,0,0,0,0,1,6
1506008,0,0.32113743,0.32113743,0.32113743,0.32113743,1,0,1,0,0,1,1,3,4
1506009,0,5.1310468,5.1310468,4.2365804,4.2365804,0,0,0,0,0,0,0,1,6
1506010,0,0.31928736,0.31928736,0.31928736,0.31928736,1,0,0,0,0,0,0,2,2
1506011,0,0.50891799,0.50891799,0.50891799,0.50891799,1,0,0,0,0,0,0,1,2
1506012,0,1.2947744,1.2947744,3.408355,3.408355,1,0,0,0,0,0,0,1,2
1506013,0,23.005123,9.4156656,24.105251,24.105251,0,0,0,0,0,0,0,1,6
1506014,0,23.21311,17.811506,23.352787,23.352787,0,0,0,0,0,0,0,1,6
1507001,0,12.62303,1.060455,6.5356832,18.845268,0,0,1,1,1,0,0,1,1
1507002,0,0.24946755,0.25848451,0.25848451,0.25848451,0,0,1,1,1,0,0,3,1
1507003,0,5.1324382,5.1324382,3.7862222,3.3012652,0,0,0,0,0,0,0,1,6
1507004,0,0.39013395,0.39013395,2.3436019,10.988719,0,0,1,1,1,0,0,1,1
1508001,0,3.4651506,12.557287,12.557287,15.621907,0,0,0,0,0,0,0,1,6
1508002,0,4.2615461,12.979308,4.2615461,12.414666,0,0,0,0,0,0,0,1,6
1508003,0,6.902113,6.902113,8.4212971,8.4212971,0,0,0,0,0,0,0,1,6
1508004,0,5.3836789,5.3836789,5.3836789,13.670501,0,0,0,0,0,0,0,1,6
1508005,0,0.36991036,0.36991036,0.36991036,8.2220955,1,0,1,1,1,0,0,2,1
1508006,0,2.2622681,3.093369,3.093369,10.178848,0,0,1,1,1,0,0,1,1
1509001,0,4.8807158,5.0110593,6.8094645,3.8322282,0,0,0,0,0,0,0,1,6
1509002,0,9.4257145,4.1454473,5.6056418,4.7868471,0,0,0,0,0,0,0,1,6
1509003,0,3.222162,3.222162,5.2880731,1.7880442,0,0,0,0,0,0,0,2,6
1509004,0,3.4695919,3.4695919,6.5035796,3.25051,0,0,0,0,0,0,0,1,6
1509005,0,1.2375153,1.2375153,1.2375153,1.2375153,0,0,0,0,0,0,0,1,6
1509006,0,4.7714167,3.2905271,3.2763062,3.2661898,0,0,0,0,0,0,0,1,6
1509007,0,1.8206829,7.0196824,9.0175114,3.6968033,0,0,0,0,0,0,0,1,6
1509008,0,3.4455273,7.0157943,10.000072,3.8757846,0,0,0,0,0,0,0,1,6
1509009,0,6.1227684,2.2609982,7.2430611,1.7541461,0,0,0,0,0,0,0,1,6
1509010,0,7.5643678,1.6408587,6.3546991,1.9602591,0,0,0,0,0,0,0,1,6
1509011,0,9.0310202,5.9858432,4.6621423,4.2962027,0,0,0,0,0,0,0,1,6
1509012,0,8.173213,7.5454092,5.6126194,3.8403008,0,0,0,0,0,0,0,1,6
1509013,0,5.4803009,5.9539204,5.2923088,2.5099862,0,0,1,1,1,0,0,2,1
1509014,0,4.9354033,5.3487716,6.3460593,3.3680212,0,0,0,0,0,0,0,1,6
1509015,0,7.873929,3.1181259,6.7276397,3.6774702,0,0,0,0,0,0,0,1,6
1509016,0,7.6379533,0.71645701,5.7256145,0.9738459,0,0,1,1,1,0,0,2,1
1509017,0,7.9113736,0.62375331,4.7064238,1.4072419,0,0,0,0,0,0,0,1,6
1509018,0,0.3907499,0.3907499,4.6419129,0.3907499,1,0,1,0,0,1,1,1,4
1509019,0,4.2352462,5.9414639,1.6671375,1.6671375,0,0,0,0,0,0,0,1,6
1510001,0,0.81134611,3.0346184,0.76713234,3.0346184,0,0,0,0,0,0,0,1,6
1510002,0,0.54152483,4.2150025,0.54152483,3.9006219,0,1,0,0,0,0,0,2,0
1510003,0,1.0519301,2.777221,1.0025425,2.7115815,0,1,0,0,0,0,0,2,0
1510004,0,1.6093572,2.095063,1.5547388,2.095063,0,0,0,0,0,0,0,1,6
1510005,0,1.529117,1.529117,1.529117,1.529117,0,0,0,0,0,0,0,1,6
1511001,0,1.047491,1.047491,1.047491,1.047491,0,0,1,1,1,0,0,2,1
1511002,0,1.126671,2.9267468,1.126671,0.66401374,0,0,1,0,0,1,1,1,4
1511003,0,0.45482713,4.0553374,0.45482713,0.45482713,0,0,0,0,0,0,0,1,6
1511004,0,2.5725601,2.5725601,2.2428122,2.5725601,0,0,0,0,0,0,0,1,6
1511005,0,2.1161172,2.1161172,2.1161172,2.1161172,0,0,0,0,0,0,0,1,6
1511006,0,0.91999197,0.91999197,0.91999197,0.91999197,0,0,0,0,0,0,0,2,6
1511007,0,0.73008597,0.73008597,0.73008597,0.73008597,0,0,0,0,0,0,0,1,6
1511008,0,2.6531434,5.3712897,5.3384948,5.3384948,0,0,0,0,0,0,0,1,6
1511009,0,3.5654416,3.3134053,3.3134053,3.5654416,0,0,0,0,0,0,0,1,6
1511010,0,1.7002156,1.7002156,3.4621489,1.1212411,0,0,0,0,0,0,0,1,6
1511011,0,3.4032807,3.4032807,5.5675735,3.0029118,0,0,0,0,0,0,0,1,6
1511012,0,1.4414651,1.6847454,1.4414651,1.2211403,0,0,0,0,0,0,0,1,6
1511013,0,0.95015711,0.95015711,0.95015711,0.95015711,0,0,0,0,0,0,0,1,6
1511014,0,0.59109968,4.3264356,0.59109968,0.59109968,0,0,1,1,1,0,0,3,1
1511015,0,1.0811002,3.2970719,1.0811002,1.0811002,0,0,0,0,0,0,0,1,6
1511016,0,2.8379562,4.127727,1.8433331,2.4762666,0,0,1,1,1,0,0,2,1
1511017,0,2.7629061,3.9732122,1.1410211,2.3815434,0,0,0,0,0,0,0,1,6
1511018,0,2.0122781,2.0122781,2.0122781,2.0122781,0,0,0,0,0,0,0,1,6
1511019,0,1.9004334,2.6716011,1.8605629,2.0877297,0,0,0,0,0,0,0,1,6
1511020,0,0.87096637,2.4410567,0.87096637,0.9918285,0,0,0,0,0,0,0,1,6
1512001,0,1.2022337,5.0301867,1.2022337,0.8916325,0,0,0,0,0,0,0,1,6
1512002,0,2.6591566,4.4725118,1.4290237,1.9595021,0,0,0,0,0,0,0,1,6
1512003,0,2.26598,4.8707075,1.6998061,1.6428469,0,0,0,0,0,0,0,2,6
1512004,0,1.9754504,3.0821152,1.9754504,1.9754504,0,0,0,0,0,0,0,1,6
1512005,0,5.0247593,5.2740602,5.4355817,4.9790311,0,0,0,0,0,0,0,2,6
1512006,0,0.93033278,1.6010818,1.0917654,1.0917654,0,0,0,0,0,0,0,2,6
1512007,0,0.25601968,1.5564736,1.9009843,1.9009843,0,0,0,0,0,0,0,1,6
1512008,0,0.68523896,3.332535,0.68523896,0.68523896,0,0,0,0,0,0,0,1,6
1512009,0,0.19378789,0.19378789,0.19378789,0.19378789,1,0,1,1,1,0,0,3,1
1512010,0,2.5591605,2.3861189,1.768953,0.75013828,0,0,0,0,0,0,0,1,6
1512011,0,3.6635165,1.1973825,1.1973825,1.8369666,0,0,0,0,0,0,0,2,6
1512012,0,2.6175103,4.2367635,1.3935305,1.5485955,0,0,0,0,0,0,0,1,6
1512013,0,2.414892,3.5175605,2.414892,3.5175605,0,0,0,0,0,0,0,1,6
1512014,0,2.0681517,0.8197093,1.6919779,1.6919779,0,0,0,0,0,0,0,1,6
1513001,0,0.17391863,0.17391863,0.17391863,0.17391863,1,0,1,1,1,0,0,2,1
1513002,0,0.61670381,0.61670381,0.61670381,0.61670381,1,0,1,1,1,0,0,3,1
1513003,0,2.3146908,2.3146908,2.3146908,1.3353261,0,0,0,0,0,0,0,2,6
1513004,0,1.1085433,1.1085433,1.1085433,1.1085433,1,1,1,1,0,0,0,2,2
1513005,0,7.7923889,5.1858907,8.432765,2.2164874,0,0,0,0,0,0,0,1,6
1513006,0,1.3259699,1.3259699,1.3259699,1.3259699,1,0,0,0,0,0,0,2,2
1513007,0,5.5256667,5.5256667,5.5256667,4.0580769,0,0,1,1,1,0,0,2,1
1513008,0,8.7438526,10.095806,10.095806,10.095806,0,0,1,1,1,0,0,1,1
1513009,0,3.0557094,3.0557094,3.0557094,3.0557094,0,0,0,0,0,0,0,2,6
1513010,0,1.3207645,1.3207645,1.3207645,1.3207645,1,1,1,1,0,0,0,2,2
1514001,0,4.6085639,4.6085639,5.0416336,2.0571749,0,1,1,1,0,0,0,2,0
1514002,0,3.2201097,3.2201097,4.9082241,3.2201097,0,1,0,0,0,0,0,2,0
1514003,0,5.0182428,3.009469,3.5727935,3.009469,0,1,0,0,0,0,0,1,0
1514004,0,3.9953947,2.0160885,2.4723821,2.0160885,0,1,0,0,0,0,0,1,0
1514005,0,4.1672812,2.7555957,5.2080708,2.1844397,0,1,1,1,0,0,0,2,0
1514006,0,3.6834166,0.6548869,0.47250924,0.6548869,0,1,1,1,0,0,0,2,0
1514007,0,2.1924562,2.1924562,3.0125792,0.63485861,0,1,1,1,0,0,0,2,0
1514008,0,0.59201598,0.59201598,3.2388759,0.59201598,0,1,1,1,0,0,0,1,0
1514009,0,4.0666785,2.7810495,2.2089412,1.754568,0,1,1,1,0,0,0,2,0
1514010,0,3.5275831,3.5275831,3.3458707,0.16674791,0,1,1,1,0,0,0,2,0
1514011,0,5.5007205,4.469523,4.2546272,1.9176213,0,1,1,1,0,0,0,2,0
1515001,0,3.7455256,17.113728,3.8112972,3.2743087,0,0,1,1,1,0,0,2,1
1515002,0,0.47493824,7.0095444,0.47493824,0.45902702,1,0,1,1,1,0,0,2,1
1515003,0,9.6465521,14.592191,7.324008,6.3029633,0,0,0,0,0,0,0,1,6
1515004,0,0.53463501,7.7366719,0.53463501,0.50600332,1,1,1,1,0,0,0,2,2
1515005,0,3.7860246,5.3213429,3.7860246,3.7860246,0,0,0,0,0,0,0,2,6
1515006,0,6.9699569,17.582033,7.4318328,4.956315,0,0,1,1,1,0,0,3,1
1515007,0,3.9833946,3.307354,3.9833946,3.9833946,0,0,0,0,0,0,0,1,6
1515008,0,8.8708639,20.339304,3.6491599,3.6491599,0,0,1,1,1,0,0,1,1
1515009,0,4.2609124,13.008734,1.7698861,0.59104723,0,0,0,0,0,0,0,2,6
1515010,0,3.9628885,3.562604,3.9628885,3.9628885,0,0,0,0,0,0,0,1,6
1515011,0,8.8190403,14.697621,15.746457,9.5956202,0,0,1,1,1,0,0,1,1
1515012,0,11.557517,12.678677,14.192445,5.5277514,0,0,1,1,1,0,0,2,1
1515013,0,9.1699085,14.908675,11.922532,5.2318277,0,0,1,1,1,0,0,2,1
1515014,0,1.0362704,14.401536,3.6849275,3.3874979,0,0,0,0,0,0,0,1,6
1515015,0,4.989398,17.510748,6.5532293,6.3201971,0,0,1,1,1,0,0,1,1
1515016,0,4.0245972,10.977988,4.0245972,4.0075965,0,0,1,1,1,0,0,2,1
1515017,0,7.3266301,10.800293,7.3266301,7.1737127,0,0,1,1,1,0,0,1,1
1515018,0,5.3487563,6.3392148,5.3487563,4.5045075,0,0,1,1,1,0,0,2,1
1515019,0,6.5596304,12.973877,8.7627563,7.9789186,0,0,1,0,0,1,1,2,4
1515020,0,3.562849,14.499127,6.4824886,6.8286376,0,0,1,0,0,1,1,1,4
1515021,0,3.4704018,8.6503363,3.4704018,3.4704018,0,0,1,1,1,0,0,2,1
1515022,0,6.9419742,3.3800044,6.9419742,0.95929629,0,0,1,1,1,0,0,2,1
1515023,0,1.9799098,15.178752,3.8971326,2.3655891,0,0,1,1,1,0,0,2,1
1515024,0,4.799058,8.5697842,3.9294295,1.2463404,0,0,1,1,1,0,0,1,1
1515025,0,5.1452851,17.628252,2.0551786,1.2873809,0,0,1,1,1,0,0,2,1
1515026,0,10.644377,12.453577,8.229166,8.229166,0,0,1,1,1,0,0,2,1
1515027,0,8.568944,11.987549,8.568944,7.0506597,0,0,1,1,1,0,0,2,1
1515028,0,8.4778166,4.0297012,7.7380075,4.9170165,0,0,0,0,0,0,0,1,6
1515029,0,3.0302713,10.906659,4.1872897,3.5367534,0,0,1,1,1,0,0,2,1
1515030,0,11.265304,12.175398,11.265304,2.6656423,0,0,1,1,1,0,0,2,1
1515031,0,8.3900251,13.245195,8.3900251,4.5366201,0,0,0,0,0,0,0,1,6
1515032,0,5.8957663,12.172698,5.8957663,3.7578392,0,0,0,0,0,0,0,2,6
1515033,0,5.7385473,4.2194901,5.7385473,5.5035076,0,0,1,1,1,0,0,1,1
1515034,0,9.1449451,16.353889,4.3438735,4.3438735,0,0,1,1,1,0,0,1,1
1515035,0,12.996797,13.087184,8.7513838,8.7513838,0,0,0,0,0,0,0,2,6
1515036,0,0.9220407,8.1003485,0.9220407,0.8940953,1,0,1,1,1,0,0,3,1
1516001,0,6.7057614,6.1355524,6.1355524,5.7255721,0,0,0,0,0,0,0,1,6
1516002,0,1.8680925,1.4880104,1.8680925,1.8680925,0,0,0,0,0,0,0,1,6
1516003,0,6.5103445,3.700496,3.700496,3.700496,0,0,1,1,1,0,0,2,1
1516004,0,5.1741567,5.6614566,5.1741567,2.6392453,0,0,0,0,0,0,0,1,6
1516005,0,2.4649012,7.9226031,2.4649012,4.0616727,0,0,0,0,0,0,0,2,6
1516006,0,4.0813642,4.2636065,3.1350968,2.8617947,0,0,0,0,0,0,0,1,6
1516007,0,0.51010299,0.51010299,0.51010299,0.3100664,1,0,0,0,0,0,0,2,2
1516008,0,3.9373677,7.9633045,3.9373677,6.6520057,0,0,0,0,0,0,0,1,6
1517001,0,2.3428543,0.66953194,0.77991045,2.3428543,0,0,0,0,0,0,0,2,6
1517002,0,0.65538543,4.6419029,0.65538543,3.1926994,0,0,1,1,1,0,0,1,1
1517003,0,3.1906271,2.2035401,2.6125214,1.4554892,0,0,1,1,1,0,0,2,1
1517004,0,2.2279058,1.8033859,4.3192997,1.8033859,0,0,1,1,1,0,0,2,1
1517005,0,4.3676963,1.46658,4.3676963,0.58408976,0,0,1,1,1,0,0,2,1
1517006,0,3.7012711,3.7012711,3.7012711,0.77798665,0,0,0,0,0,0,0,1,6
1517007,0,0.78535795,0.78535795,0.78535795,0.78535795,1,0,1,1,1,0,0,3,1
1517008,0,2.5485492,2.5485492,4.0032458,2.3952079,0,0,1,1,1,0,0,2,1
1517009,0,4.3996816,3.6815243,4.3996816,2.6603277,0,0,1,1,1,0,0,2,1
1517010,0,2.2420104,1.8101814,2.2420104,0.78107423,0,0,1,1,1,0,0,3,1
1517011,0,3.3784842,4.6824174,2.4711123,0.086613409,0,0,1,1,1,0,0,2,1
1517012,0,4.1222739,2.9107168,3.5247762,0.64398241,0,0,0,0,0,0,0,2,6
1517013,0,4.9404364,4.3724389,1.7576654,1.4514179,0,0,1,1,1,0,0,1,1
1517014,0,1.0379169,1.8945626,1.8945626,1.8945626,0,0,1,1,0,0,0,2,0
1517015,0,2.8718064,3.3241477,2.057332,2.4968984,0,0,1,0,0,1,1,2,4
1517016,0,2.5393322,2.3888264,1.5814326,2.5379999,0,0,0,0,0,0,0,1,6
