FACILITY_ID;GOV;DISTRICT;FACILITY_TYPE;URBAN;MIN_AIR_2015;MIN_AIR_2016;MIN_GROUND_2015;MIN_GROUND_2016;ON_GRID;ON_GRID_AVL;SOLAR_ONL;SOLAR_INC;DIESEL_ONL;DIESEL_INC;cluster
1105002;Ibb;Ash Sha'ir;2;0;3;3;3;3;1;0;0;1;0;0;0
2908008;Amran;Zulaymat Habur;1;0;17;4;20;25;0;0;0;0;0;0;6
1809007;Al-Hodaida;Ad Dahi;1;0;12;8;8;40;0;0;0;0;0;0;6
2502017;Lahj;Yafa'a;1;0;17;9;2;9;1;0;0;0;0;0;0
3008009;Al-Dhala;Al Azariq;1;0;5;12;15;18;0;0;0;0;0;0;6
1408006;Al-baida;Mukayras;2;0;4;5;4;5;0;0;0;0;0;0;6
3008010;Al-Dhala;Al Azariq;1;0;5;13;8;8;1;0;0;0;0;0;0
3009001;Al-Dhala;Al Husha;1;0;18;12;15;15;0;0;0;0;0;0;6
1117010;Ibb;Mudhaykhirah;2;0;13;9;9;8;1;0;0;0;0;0;0
2313007;Sana'a;Attyal;1;0;3;3;1;3;0;0;0;0;0;0;6
3009002;Al-Dhala;Al Husha;1;0;10;7;12;12;0;0;0;0;0;0;6
1101008;Ibb;Al Qafr;1;0;11;11;11;11;0;0;0;0;0;0;6
2507005;Lahj;Radfan;1;0;11;13;12;33;0;0;0;0;0;0;6
1802003;Al-Hodaida;Alluhaiyah;1;0;22;10;10;25;0;0;0;0;0;0;6
3009007;Al-Dhala;Al Husha;1;0;17;10;17;17;0;0;0;0;0;0;6
2901003;Amran;Harf Sufyan;1;0;3;21;21;24;0;0;0;0;0;0;6
2709014;Al-Mahweet;Al Mahwait;1;0;8;8;8;18;0;0;0;0;0;0;6
1104006;Ibb;An Nadirah;2;0;5;8;5;17;0;0;0;0;0;0;6
1406001;Al-baida;Dhi Na'im;1;0;1;5;1;1;0;0;0;0;0;0;6
2512023;Lahj;Al Maqatirah;1;0;9;2;9;1;1;0;0;0;0;0;0
1707008;Hajjah;Kushar;1;0;2;2;8;14;0;0;0;0;0;0;6
2012004;Dhamar;Al Manar;2;0;6;12;15;22;1;0;0;0;0;0;0
2313010;Sana'a;Attyal;2;0;2;5;10;7;0;0;0;0;0;0;6
1808001;Al-Hodaida;Al Mighlaf;1;0;21;12;13;28;0;0;0;0;0;0;6
1511007;Taiz;Sabir Al Mawadim;1;0;1;1;1;1;0;0;0;0;0;0;6
3106008;Rimah;Mazhar;2;0;13;11;21;29;0;0;0;0;0;0;6
3102001;Rimah;Al Jabin;1;0;14;19;14;48;0;0;0;0;0;0;6
3102002;Rimah;Al Jabin;1;0;7;14;7;52;0;0;0;0;0;0;6
1504001;Taiz;Sharab Ar Rawnah;1;0;7;8;9;7;0;0;0;0;0;0;6
3102004;Rimah;Al Jabin;2;0;3;18;3;52;0;0;0;0;0;0;6
2108004;Shabwa;Markha Al-Olya;1;0;8;38;8;2;0;0;0;0;0;0;6
2313014;Sana'a;Attyal;1;0;5;5;9;7;0;0;0;0;0;0;6
3102006;Rimah;Al Jabin;2;0;7;20;7;44;0;0;0;0;0;0;6
1725011;Hajjah;Ash Shaghadirah;1;0;5;13;13;13;0;0;0;0;0;0;6
2301009;Sana'a;Hamdan;2;0;3;4;8;7;1;0;0;0;0;0;0
1418006;Al-baida;Ar ryashyyah;2;0;9;10;9;14;0;0;0;0;0;0;6
1506001;Taiz;Al Mukha;1;0;20;15;20;20;0;0;0;0;0;0;6
3003007;Al-Dhala;Qa'atabah;1;0;6;4;4;4;0;0;0;0;0;0;6
2512006;Lahj;Al Maqatirah;1;0;6;2;6;4;0;0;0;0;0;0;6
2007015;Dhamar;Wusab As Safil;2;0;18;22;22;50;0;0;0;0;0;0;6
2302009;Sana'a;Arhab;1;0;6;5;6;6;0;0;0;0;0;0;6
1512003;Taiz;Al Misrakh;2;0;2;5;2;2;0;0;0;0;0;0;6
2704006;Al-Mahweet;Al Khabt;2;0;16;7;6;14;0;0;0;0;0;0;6
1411008;Al-baida;Assawadyah;1;0;2;2;2;10;0;0;0;0;0;0;6
2702017;Al-Mahweet;AtTawilah;1;0;8;2;24;20;0;0;0;0;0;0;6
1714005;Hajjah;Aflah Al Yaman;1;0;2;2;30;11;0;0;0;0;0;0;6
1502024;Taiz;Attazziah;2;0;4;4;4;4;1;0;0;0;0;0;0
3102012;Rimah;Al Jabin;1;0;10;21;10;52;0;0;0;0;0;0;6
3102015;Rimah;Al Jabin;1;0;5;23;5;47;0;0;0;0;0;0;6
1802017;Al-Hodaida;Alluhaiyah;1;0;14;9;9;17;0;0;0;0;0;0;6
2306006;Sana'a;Bilad Ar Rus;2;0;4;3;4;11;0;0;0;0;0;0;6
2308017;Sana'a;Al Haymah Ad Dakhili;2;0;7;5;19;35;0;0;0;0;0;0;6
1211012;Abyan;khanfir;1;0;7;5;7;4;1;0;0;0;0;0;0
1807028;Al-Hodaida;Az Zaydiyah;1;0;23;6;8;22;0;0;0;0;0;0;6
3002010;Al-Dhala;Damt;1;0;8;11;11;9;0;0;0;0;0;0;6
2308022;Sana'a;Al Haymah Ad Dakhili;1;0;6;3;20;30;0;0;0;0;0;0;6
1420002;Al-baida;Al malagim;2;0;12;10;5;3;0;0;0;0;0;0;6
1826013;Al-Hodaida;At Tahita;1;0;5;5;22;25;0;0;0;0;0;0;6
2707021;Al-Mahweet;Bani Sa'd;1;0;7;7;15;44;0;0;0;0;0;0;6
3007012;Al-Dhala;Jahaf;1;0;5;12;5;7;1;0;0;0;0;0;0
2304017;Sana'a;Bani Hushaysh;2;0;3;6;9;6;1;0;0;0;0;0;0
1514002;Taiz;As Silw;2;0;3;3;5;3;1;0;0;0;0;0;0
2214001;Sa'adah;Kitaf and Al  Buqa;2;0;8;9;12;12;0;0;0;0;0;0;6
3102024;Rimah;Al Jabin;2;0;7;16;7;43;0;0;0;0;0;0;6
2919012;Amran;Khammer;1;0;7;7;7;31;1;0;0;0;0;0;0
2912025;Amran;Jabal Iyal Yazid;1;0;6;4;13;21;0;0;0;0;0;0;6
2909003;Amran;Dhi Bin;1;0;9;4;16;32;1;0;0;0;0;0;0
1117014;Ibb;Mudhaykhirah;1;0;10;2;2;2;1;0;0;0;0;0;0
1211007;Abyan;khanfir;1;0;12;4;4;4;1;0;0;0;0;0;0
2113006;Shabwa;Ataq;1;0;3;4;4;4;1;0;0;0;0;0;0
2103001;Shabwa;Jirdan;1;0;39;14;27;37;1;0;0;0;0;0;0
3106006;Rimah;Mazhar;1;0;11;13;21;30;0;0;0;0;0;0;6
2301008;Sana'a;Hamdan;1;0;2;4;8;5;1;0;0;0;0;0;0
3103009;Rimah;As Salafiyah;1;0;18;4;20;31;0;0;0;0;0;0;6
2308002;Sana'a;Al Haymah Ad Dakhili;1;0;7;2;19;26;0;0;0;0;0;0;6
3106013;Rimah;Mazhar;1;0;10;12;16;34;0;0;0;0;0;0;6
3106003;Rimah;Mazhar;1;0;12;12;13;37;0;0;0;0;0;0;6
2105002;Shabwa;Osailan;1;0;0;2;3;0;0;0;0;0;0;0;6
1512011;Taiz;Al Misrakh;2;0;4;1;1;2;0;0;0;0;0;0;6
1117015;Ibb;Mudhaykhirah;1;0;9;1;1;1;1;0;0;0;0;0;0
2208009;Sa'adah;Haydan;1;0;1;1;5;1;0;0;0;0;0;0;6
1801008;Al-Hodaida;Az Zuhrah;1;0;16;27;6;41;0;0;0;0;0;0;6
1405002;Al-baida;Az Zahir;1;0;8;8;2;2;0;0;0;0;0;0;6
1208010;Abyan;Al Wade'a;1;0;5;5;5;10;1;0;0;0;0;0;0
1707003;Hajjah;Kushar;1;0;7;7;12;10;0;0;0;0;0;0;6
2302010;Sana'a;Arhab;1;0;5;5;9;11;0;0;0;0;0;0;6
1205001;Abyan;Sibah;1;0;14;14;11;9;0;0;0;0;0;0;6
3105007;Rimah;Al Jafariyah;1;0;3;28;18;45;0;0;0;0;0;0;6
2902011;Amran;Huth;2;0;0;0;20;16;1;0;0;1;0;0;0
1107006;Ibb;Al Makhadir;1;0;6;8;7;15;1;0;0;0;0;0;0
1107008;Ibb;Al Makhadir;1;0;0;9;2;4;1;0;0;1;0;0;0
1111002;Ibb;Al Udayn;1;0;14;9;5;13;0;0;0;0;0;0;6
1205005;Abyan;Sibah;1;0;19;11;7;11;0;0;0;0;0;0;6
1418001;Al-baida;Ar ryashyyah;2;0;4;15;19;19;0;0;0;0;0;0;6
3105004;Rimah;Al Jafariyah;1;0;5;27;15;47;0;0;0;0;0;0;6
1817015;Al-Hodaida;Bayt Al Faqiah;1;0;26;6;29;6;0;0;0;0;0;0;6
2111002;Shabwa;Hateeb;2;0;37;37;36;45;0;0;0;0;0;0;6
2012011;Dhamar;Al Manar;1;0;8;14;15;15;1;0;0;0;0;0;0
1207002;Abyan;Sarar;1;0;34;28;33;11;1;0;0;0;0;0;0
2915002;Amran;Amran;1;0;9;4;12;16;0;0;0;0;0;0;6
2911008;Amran;Raydah;1;0;4;4;14;25;1;0;0;0;0;0;0
2703018;Al-Mahweet;Ar Rujum;1;0;7;15;16;28;1;0;0;0;0;0;0
2012014;Dhamar;Al Manar;1;0;4;7;17;26;1;0;0;0;0;0;0
1817003;Al-Hodaida;Bayt Al Faqiah;1;0;12;12;11;36;0;0;0;0;0;0;6
1807030;Al-Hodaida;Az Zaydiyah;1;0;17;14;14;28;0;0;0;0;0;0;6
2004017;Dhamar;Maghirib Ans;1;0;11;11;11;11;1;0;0;0;0;0;0
2911014;Amran;Raydah;1;0;3;3;10;26;1;0;0;0;0;0;0
2512018;Lahj;Al Maqatirah;1;0;18;13;16;12;0;0;0;0;0;0;6
1703005;Hajjah;Midi;1;0;9;15;36;36;0;0;0;0;0;0;6
2911016;Amran;Raydah;2;0;0;0;5;14;0;0;0;0;0;0;6
2306005;Sana'a;Bilad Ar Rus;1;0;2;2;2;15;0;0;0;0;0;0;6
3106017;Rimah;Mazhar;1;0;7;16;21;21;0;0;0;0;0;0;6
2907006;Amran;Sauwayr;1;0;4;17;24;25;0;0;0;0;0;0;6
1107012;Ibb;Al Makhadir;1;0;4;4;4;8;1;0;0;0;0;0;0
2011014;Dhamar;Dawran Aness;1;0;6;6;6;24;0;0;0;0;0;0;6
2702008;Al-Mahweet;AtTawilah;1;0;8;8;29;30;0;0;0;0;0;0;6
2312007;Sana'a;Khwlan;2;0;0;0;3;8;0;0;0;0;0;0;6
2506008;Lahj;Halmeen;1;0;12;22;21;17;1;0;0;0;0;0;0
2914011;Amran;As Sawd;1;0;2;9;7;20;0;0;0;0;0;0;6
3104013;Rimah;Kusmah;2;0;5;20;10;42;0;0;0;0;0;0;6
3104003;Rimah;Kusmah;2;0;4;27;17;45;0;0;0;0;0;0;6
1503003;Taiz;Sharab As Salaam;1;0;5;11;5;4;0;0;0;0;0;0;6
1708004;Hajjah;Al Jamimah;1;0;1;13;25;22;0;0;0;0;0;0;6
1521009;Taiz;Al Ma'afer;2;0;6;5;5;5;0;0;0;0;0;0;6
1807001;Al-Hodaida;Az Zaydiyah;1;0;7;7;15;35;0;0;0;0;0;0;6
1511020;Taiz;Sabir Al Mawadim;1;0;1;2;1;1;0;0;0;0;0;0;6
1411002;Al-baida;Assawadyah;1;0;5;11;9;7;0;0;0;0;0;0;6
2503007;Lahj;Al Moflehi;1;0;26;15;25;12;1;0;0;0;0;0;0
2910001;Amran;Kharef;1;0;11;10;10;14;1;0;0;1;0;0;0
2704007;Al-Mahweet;Al Khabt;1;0;16;3;6;15;0;0;0;0;0;0;6
3007003;Al-Dhala;Jahaf;1;0;4;13;4;6;1;0;0;0;0;0;0
1801012;Al-Hodaida;Az Zuhrah;1;0;23;23;6;30;0;0;0;0;0;0;6
2910004;Amran;Kharef;1;0;7;5;10;18;0;0;0;0;0;0;6
2701002;Al-Mahweet;Shibam and Kawkaban;1;0;5;5;31;22;1;0;0;0;0;0;0
1408011;Al-baida;Mukayras;1;0;4;4;4;4;0;0;0;0;0;0;6
1714001;Hajjah;Aflah Al Yaman;1;0;1;4;24;7;0;0;0;0;0;0;6
2913018;Amran;As Sudah;1;0;20;1;14;33;0;0;0;0;0;0;6
2303003;Sana'a;Nahm;1;0;2;2;8;3;0;0;0;0;0;0;6
2903010;Amran;Al Ashshah;1;0;4;6;14;14;0;0;0;0;0;0;6
2915006;Amran;Amran;1;0;7;5;12;16;1;0;0;0;0;0;0
1408014;Al-baida;Mukayras;1;0;3;8;8;8;0;0;0;0;0;0;6
2503009;Lahj;Al Moflehi;1;0;30;11;22;7;0;0;0;0;0;0;6
2915003;Amran;Amran;1;0;5;5;10;14;1;0;0;0;0;0;0
2702001;Al-Mahweet;AtTawilah;1;0;6;13;16;24;0;0;0;0;0;0;6
2316014;Sana'a;Jahanh;1;0;5;7;5;11;0;0;0;0;0;0;6
2914014;Amran;As Sawd;1;0;11;12;5;21;0;0;0;0;0;0;6
1503006;Taiz;Sharab As Salaam;1;0;3;11;3;3;0;0;0;0;0;0;6
2001014;Dhamar;Al Hada;1;0;4;16;11;22;1;0;0;0;0;0;0
1521006;Taiz;Al Ma'afer;1;0;4;6;5;6;0;0;0;0;0;0;6
2701004;Al-Mahweet;Shibam and Kawkaban;2;0;6;5;28;24;1;0;0;1;0;0;0
1416002;Al-baida;Al Arrsh;1;0;5;10;10;10;0;0;0;0;0;0;6
1101002;Ibb;Al Qafr;1;0;15;21;15;19;0;0;0;0;0;0;6
2312015;Sana'a;Khwlan;2;0;6;6;6;15;1;0;0;0;0;0;0
2010002;Dhamar;Anss;1;0;10;18;20;21;0;0;0;0;0;0;6
2001010;Dhamar;Al Hada;1;0;11;20;12;18;1;0;0;0;0;0;0
2703004;Al-Mahweet;Ar Rujum;1;0;4;11;11;31;1;0;0;1;0;0;0
2113009;Shabwa;Ataq;1;0;11;11;9;11;1;0;0;0;0;0;0
2115013;Shabwa;Ar-rawdah;1;0;41;34;38;34;0;0;0;0;0;0;6
1208008;Abyan;Al Wade'a;1;0;8;11;8;8;0;0;0;0;0;0;6
2102005;Shabwa;At'talih;1;0;78;60;75;74;0;0;0;0;0;0;6
2706007;Al-Mahweet;Hufash;1;0;17;6;8;22;0;0;0;0;0;0;6
2309010;Sana'a;Al Haymah Al Khariji;2;0;9;4;23;30;0;0;0;0;0;0;6
1812009;Al-Hodaida;Bura;1;0;23;3;23;54;1;0;0;0;0;0;0
1809006;Al-Hodaida;Ad Dahi;1;0;14;7;7;44;0;0;0;0;0;0;6
1505019;Taiz;Maqbanah;2;0;1;8;6;1;1;0;0;1;0;0;0
1106017;Ibb;As Saddah;2;0;5;6;4;13;1;0;0;0;0;0;0
2314004;Sana'a;Bani Dhabyan;2;0;14;14;14;15;0;0;0;0;0;0;6
3102005;Rimah;Al Jabin;1;0;3;17;3;53;0;0;0;0;0;0;6
2913011;Amran;As Sudah;1;0;18;3;12;32;0;0;0;0;0;0;6
1817010;Al-Hodaida;Bayt Al Faqiah;1;0;12;15;15;45;0;0;0;0;0;0;6
3009012;Al-Dhala;Al Husha;1;0;9;15;13;13;0;0;0;0;0;0;6
2914004;Amran;As Sawd;1;0;7;10;2;25;0;0;0;0;0;0;6
1810007;Al-Hodaida;Bajil;1;0;7;8;8;35;0;0;0;0;0;0;6
2203009;Sa'adah;Munabbih;1;0;4;4;4;6;0;0;0;0;0;0;6
2913005;Amran;As Sudah;1;0;16;6;9;29;0;0;0;0;0;0;6
2108007;Shabwa;Markha Al-Olya;1;0;4;29;4;11;0;0;0;0;0;0;6
1505021;Taiz;Maqbanah;2;0;3;6;7;3;1;0;0;1;0;0;0
1411001;Al-baida;Assawadyah;1;0;5;5;5;11;0;0;0;0;0;0;6
3104001;Rimah;Kusmah;1;0;3;24;13;44;0;0;0;0;0;0;6
2904003;Amran;Al  Qaflah;2;0;0;6;6;6;0;0;0;0;0;0;6
1502008;Taiz;Attazziah;2;0;8;7;9;10;0;0;0;0;0;0;6
1818009;Al-Hodaida;Jabal Ra's;1;0;13;12;2;15;0;0;0;0;0;0;6
2001018;Dhamar;Al Hada;2;0;8;9;10;17;1;0;0;0;0;0;0
2705004;Al-Mahweet;Milhan;1;0;25;2;8;27;0;0;0;0;0;0;6
2316005;Sana'a;Jahanh;2;0;6;10;1;21;0;0;0;0;0;0;6
1103001;Ibb;Ar Radmah;2;0;5;6;5;14;0;0;0;0;0;0;6
1727010;Hajjah;Bani Al Awwam;1;0;11;8;11;11;0;0;0;0;0;0;6
1824021;Al-Hodaida;Zabid;1;0;5;21;23;40;0;0;1;1;0;0;1
2905005;Amran;Shiharah;2;0;12;11;18;18;0;0;1;1;0;0;1
2001026;Dhamar;Al Hada;3;0;6;0;0;25;0;0;1;1;0;0;1
1710002;Hajjah;Aflah Ash Shawm;2;0;8;8;14;8;0;0;1;1;0;0;1
1718009;Hajjah;Kuhlan Affar;2;1;0;0;7;13;0;0;1;1;0;0;1
2311004;Sana'a;Sa'fan;1;0;17;6;20;57;0;0;1;1;0;0;1
2513006;Lahj;Al Madarihb & Al-Ara;1;0;11;17;11;11;0;0;1;1;0;0;1
2906014;Amran;Al Madan;1;0;4;12;19;20;0;0;1;1;0;0;1
1515030;Taiz;As Shims'yatayan;2;0;11;12;11;3;0;0;1;1;0;0;1
1417004;Al-baida;Sabah;2;0;9;7;11;24;0;0;1;1;0;0;1
2904005;Amran;Al  Qaflah;1;0;9;11;15;15;0;0;1;1;0;0;1
1522014;Taiz;Al Mawasid;2;0;10;9;10;5;0;0;1;1;0;0;1
1711006;Hajjah;Khayran Al Muharraq;1;0;6;7;10;11;0;0;1;1;0;0;1
1807004;Al-Hodaida;Az Zaydiyah;3;1;1;1;15;42;0;0;1;1;0;0;1
1707024;Hajjah;Kushar;1;0;4;4;5;9;0;0;1;1;0;0;1
1515017;Taiz;As Shims'yatayan;1;0;7;11;7;7;0;0;1;1;0;0;1
2204002;Sa'adah;Ghamir;2;0;1;1;1;1;0;0;1;1;0;0;1
1806013;Al-Hodaida;Al Qanawis;1;0;17;6;6;25;0;0;1;1;0;0;1
1522006;Taiz;Al Mawasid;2;0;7;6;7;7;0;0;1;1;0;0;1
2007017;Dhamar;Wusab As Safil;2;0;17;27;27;50;0;0;1;1;0;0;1
1302001;Capital Secretariat;Shu'Aub;2;1;0;0;1;2;0;1;1;1;0;0;1
1723003;Hajjah;Wadhrah;2;1;8;14;14;14;0;0;1;1;0;0;1
1715012;Hajjah;Al Mahabishah;1;0;3;7;29;9;0;0;1;1;0;0;1
2917003;Amran;Thula;2;0;9;4;26;16;0;0;1;1;0;0;1
1120002;Ibb;Ibb;2;0;4;10;9;12;0;0;1;1;0;0;1
3004008;Al-Dhala;Ash Shu'ayb;2;0;20;20;14;9;0;0;1;1;0;0;1
1702001;Hajjah;Harad;3;1;0;0;0;0;0;0;1;1;0;0;1
1515036;Taiz;As Shims'yatayan;3;1;1;8;1;1;0;0;1;1;0;0;1
1724008;Hajjah;At Tur (Bani Qa'is);1;0;15;15;22;20;0;0;1;1;0;0;1
2008007;Dhamar;Dhmar City;2;0;5;5;5;10;0;0;1;1;0;0;1
1803003;Al-Hodaida;Kamaran;2;1;1;1;7;69;0;0;1;1;0;0;1
1501013;Taiz;Mawiyah;1;0;3;8;14;8;0;0;1;1;0;0;1
1818005;Al-Hodaida;Jabal Ra's;1;0;11;9;5;9;0;0;1;1;0;0;1
1801020;Al-Hodaida;Az Zuhrah;1;0;11;10;16;31;0;0;1;1;0;0;1
1111021;Ibb;Al Udayn;1;0;10;16;10;4;0;0;1;1;0;0;1
1103008;Ibb;Ar Radmah;2;1;0;0;0;17;0;0;1;1;0;0;1
1907006;Hadramout;Al Qatn;1;0;37;25;21;37;0;1;1;1;0;0;1
1515024;Taiz;As Shims'yatayan;1;0;5;9;4;1;0;0;1;1;0;0;1
2212005;Sa'adah;As Safra;1;0;22;24;34;34;0;0;1;1;0;0;1
1522007;Taiz;Al Mawasid;2;0;10;4;8;4;0;0;1;1;0;0;1
1721001;Hajjah;Ash Shahil;1;0;1;1;29;17;0;0;1;1;0;0;1
1713005;Hajjah;Qafl Shamer;1;0;3;6;30;10;0;0;1;1;0;0;1
2512017;Lahj;Al Maqatirah;1;0;15;9;13;8;0;0;1;1;0;0;1
1805014;Al-Hodaida;Al Munirah;1;0;13;13;16;35;0;0;1;1;0;0;1
1111006;Ibb;Al Udayn;1;0;17;9;9;11;0;0;1;1;0;0;1
3105009;Rimah;Al Jafariyah;2;1;0;27;20;48;0;0;1;1;0;0;1
1709005;Hajjah;Kuhlan Ash Sharaf;2;0;7;8;20;10;0;0;1;1;0;0;1
1730005;Hajjah;Wash'hh;2;1;2;6;13;1;0;0;1;1;0;0;1
2212001;Sa'adah;As Safra;2;0;1;5;12;11;0;0;1;1;0;0;1
2906006;Amran;Al Madan;3;0;2;12;15;15;0;0;1;1;0;0;1
1702014;Hajjah;Harad;1;0;4;4;13;13;0;0;1;1;0;0;1
1310007;Capital Secretariat;Bani Al Harith;1;0;5;4;8;5;0;1;1;1;0;0;1
1508006;Taiz;Mawza;1;0;2;3;3;10;0;0;1;1;0;0;1
2919015;Amran;Khammer;1;0;8;6;8;38;0;0;1;1;0;0;1
2307014;Sana'a;Bani Matar;3;1;0;0;0;18;0;0;1;1;0;0;1
1515002;Taiz;As Shims'yatayan;2;1;0;7;0;0;0;0;1;1;0;0;1
1111023;Ibb;Al Udayn;2;0;8;8;8;9;0;0;1;1;0;0;1
1111024;Ibb;Al Udayn;1;0;5;14;5;5;0;0;1;1;0;0;1
1501001;Taiz;Mawiyah;2;0;7;7;3;3;0;0;1;1;0;0;1
1110015;Ibb;Far Al Udayn;2;0;7;6;4;6;0;0;1;1;0;0;1
2914001;Amran;As Sawd;3;1;1;6;7;19;0;0;1;1;0;0;1
1801021;Al-Hodaida;Az Zuhrah;1;0;9;13;13;12;0;0;1;1;0;0;1
1707019;Hajjah;Kushar;1;0;9;9;12;13;0;0;1;1;0;0;1
1310014;Capital Secretariat;Bani Al Harith;1;0;5;1;5;6;0;1;1;1;0;0;1
2920003;Amran;Assurm;1;0;6;6;13;30;0;0;1;1;0;0;1
1113005;Ibb;Ba'dan;2;0;5;5;2;6;0;0;1;1;0;0;1
1303002;Capital Secretariat;Az'zal;2;1;1;1;1;2;0;1;1;1;0;0;1
2312002;Sana'a;Khwlan;2;0;5;5;9;17;0;0;1;1;0;0;1
1725009;Hajjah;Ash Shaghadirah;3;1;1;12;12;12;0;0;1;1;0;0;1
3004013;Al-Dhala;Ash Shu'ayb;2;0;10;6;2;6;0;0;1;1;0;0;1
1113014;Ibb;Ba'dan;2;0;8;5;0;8;0;0;1;1;0;0;1
1113015;Ibb;Ba'dan;2;0;2;2;2;2;0;0;1;1;0;0;1
1515018;Taiz;As Shims'yatayan;2;0;5;6;5;5;0;0;1;1;0;0;1
1108009;Ibb;Hubaysh;2;1;3;12;8;8;0;0;1;1;0;0;1
1517005;Taiz;Haifan;2;0;4;1;4;1;0;0;1;1;0;0;1
1727008;Hajjah;Bani Al Awwam;1;0;14;6;14;14;0;0;1;1;0;0;1
1102012;Ibb;Yarim;2;0;11;16;11;16;0;0;1;1;0;0;1
2210002;Sa'adah;Majz;2;1;0;0;15;0;0;0;1;1;0;0;1
1823014;Al-Hodaida;Al Hali;2;1;2;2;2;2;0;0;1;1;0;0;1
1706001;Hajjah;Mustaba;2;0;4;5;4;13;0;0;1;1;0;0;1
2912018;Amran;Jabal Iyal Yazid;1;0;3;2;22;5;0;0;1;1;0;0;1
1924018;Hadramout;Hajr;2;0;45;21;60;31;0;1;1;1;0;0;1
2302012;Sana'a;Arhab;1;0;1;12;6;13;0;0;1;1;0;0;1
1503011;Taiz;Sharab As Salaam;2;0;11;6;6;6;0;0;1;1;0;0;1
1811002;Al-Hodaida;Al Hajjaylah;1;0;18;7;29;49;0;0;1;1;0;0;1
2005012;Dhamar;Utmah;1;0;7;21;21;21;0;0;1;1;0;0;1
1815012;Al-Hodaida;As Sukhnah;1;0;13;7;26;41;0;0;1;1;0;0;1
1824013;Al-Hodaida;Zabid;1;0;11;10;10;33;0;0;1;1;0;0;1
1103002;Ibb;Ar Radmah;1;0;8;10;8;19;0;0;1;1;0;0;1
1116007;Ibb;Dhi Sufal;3;1;1;1;1;8;0;0;1;1;0;0;1
1515011;Taiz;As Shims'yatayan;1;0;9;15;16;10;0;0;1;1;0;0;1
2205003;Sa'adah;Razih;1;0;0;0;3;3;0;0;1;1;0;0;1
1113020;Ibb;Ba'dan;2;0;7;2;2;10;0;0;1;1;0;0;1
1106004;Ibb;As Saddah;3;1;2;2;2;12;0;0;1;1;0;0;1
1411012;Al-baida;Assawadyah;2;1;1;1;1;13;0;0;1;1;0;0;1
1801016;Al-Hodaida;Az Zuhrah;1;0;24;21;4;32;0;0;1;1;0;0;1
1501005;Taiz;Mawiyah;2;0;3;3;10;3;0;0;1;1;0;0;1
1522001;Taiz;Al Mawasid;2;0;11;7;14;7;0;0;1;1;0;0;1
1513007;Taiz;Khadir;2;0;6;6;6;4;0;0;1;1;0;0;1
2509009;Lahj;Al Musaymir;3;0;1;16;1;16;0;0;1;1;0;0;1
1709001;Hajjah;Kuhlan Ash Sharaf;1;0;5;8;20;7;0;0;1;1;0;0;1
1502007;Taiz;Attazziah;1;0;10;9;10;9;0;0;1;1;0;0;1
2116006;Shabwa;Mayfa'ah;1;0;16;8;6;8;0;0;1;1;0;0;1
1502006;Taiz;Attazziah;1;0;1;1;1;1;0;0;1;1;0;0;1
1302002;Capital Secretariat;Shu'Aub;2;1;1;1;1;2;0;1;1;1;0;0;1
2702021;Al-Mahweet;AtTawilah;2;1;1;8;22;26;0;0;1;1;0;0;1
1730001;Hajjah;Wash'hh;1;0;3;7;9;4;0;0;1;1;0;0;1
1503002;Taiz;Sharab As Salaam;2;0;6;13;6;2;0;0;1;1;0;0;1
1802009;Al-Hodaida;Alluhaiyah;1;0;1;14;20;52;0;0;1;1;0;0;1
1703001;Hajjah;Midi;1;0;4;4;4;6;0;0;1;1;0;0;1
1707012;Hajjah;Kushar;2;0;0;0;5;10;0;0;1;1;0;0;1
1705004;Hajjah;Hayran;2;1;0;0;16;16;0;0;1;1;0;0;1
2906017;Amran;Al Madan;2;0;9;10;17;17;0;0;1;1;0;0;1
1716003;Hajjah;Al Miftah;2;0;7;8;29;17;0;0;1;1;0;0;1
1204021;Abyan;Lawder;1;0;17;29;17;17;0;0;1;1;0;0;1
1707010;Hajjah;Kushar;2;0;2;2;4;17;0;0;1;1;0;0;1
2006004;Dhamar;Wusab Al Ali;2;0;13;19;19;19;0;0;1;1;0;0;1
1505031;Taiz;Maqbanah;2;0;7;7;3;2;0;0;1;1;0;0;1
1515025;Taiz;As Shims'yatayan;2;0;5;18;2;1;0;0;1;1;0;0;1
1501008;Taiz;Mawiyah;1;0;5;5;5;3;0;0;1;1;0;0;1
1818011;Al-Hodaida;Jabal Ra's;2;0;6;11;11;15;0;0;1;1;0;0;1
1502009;Taiz;Attazziah;2;0;4;6;4;4;0;0;1;1;0;0;1
1824001;Al-Hodaida;Zabid;1;0;13;5;5;27;0;0;1;1;0;0;1
1501012;Taiz;Mawiyah;1;0;2;5;10;7;0;0;1;1;0;0;1
1801006;Al-Hodaida;Az Zuhrah;1;0;13;14;19;16;0;0;1;1;0;0;1
2211003;Sa'adah;Sahar;2;0;0;2;14;8;0;0;1;1;0;0;1
2708008;Al-Mahweet;Al Mahwait City;3;1;1;1;1;26;0;0;1;1;0;0;1
2912016;Amran;Jabal Iyal Yazid;1;0;9;6;15;12;0;0;1;1;0;0;1
1306002;Capital Secretariat;Al Whdh;2;1;1;1;1;1;0;1;1;1;0;0;1
2114004;Shabwa;Habban;2;0;6;18;18;30;0;0;1;1;0;0;1
